rank,pipeline,cv_neg_mse,cv_rmse,generation,operator_count
20,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24652.22350628493,157.01026560796885,3,2
21,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=8, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24670.656358810367,157.06895415329652,3,1
22,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=8, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24670.656358810367,157.06895415329652,4,1
23,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=8, RandomForestRegressor__min_samples_split=4, RandomForestRegressor__n_estimators=100)",-24670.656358810367,157.06895415329652,5,1
24,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=8, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24672.22571085395,157.073949816174,4,2
25,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=9, RandomForestRegressor__n_estimators=100)",-24673.457993125307,157.07787238540413,0,1
26,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=7, RandomForestRegressor__n_estimators=100)",-24673.457993125307,157.07787238540413,5,1
27,"RandomForestRegressor(ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.1), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-24678.34051281727,157.09341333365086,4,2
28,"RandomForestRegressor(ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=20, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-24684.904443653002,157.11430375256418,3,2
29,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=1.0, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24700.645572976024,157.16439028283736,5,1
30,"RandomForestRegressor(ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-24701.903834933215,157.16839324410367,3,2
31,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=1.0, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24702.16572718931,157.16922640004725,5,2
32,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24707.22608920507,157.18532402614778,4,2
33,"ExtraTreesRegressor(input_matrix, ExtraTreesRegressor__bootstrap=True, ExtraTreesRegressor__max_features=0.9000000000000001, ExtraTreesRegressor__min_samples_leaf=7, ExtraTreesRegressor__min_samples_split=6, ExtraTreesRegressor__n_estimators=100)",-24725.662647932288,157.24395901888343,4,1
34,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24741.961233452264,157.2957762734024,0,1
35,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.2, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24741.961233452264,157.2957762734024,2,1
36,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24741.961233452264,157.2957762734024,3,1
37,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.2, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=4, RandomForestRegressor__n_estimators=100)",-24741.961233452264,157.2957762734024,4,1
38,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=8, RandomForestRegressor__n_estimators=100)",-24741.961233452264,157.2957762734024,4,1
39,"RandomForestRegressor(StandardScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24742.88078374575,157.29869924365474,4,2
40,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24743.018256301,157.29913622236137,4,2
41,"RandomForestRegressor(RobustScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24743.26080345712,157.29990719468694,2,2
42,"RandomForestRegressor(RobustScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=11, RandomForestRegressor__n_estimators=100)",-24743.26080345712,157.29990719468694,4,2
43,"RandomForestRegressor(ElasticNetCV(RidgeCV(input_matrix), ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-24763.579351864413,157.3644793206663,4,3
44,"RandomForestRegressor(ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=16, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-24769.40139463094,157.3829768260562,1,2
45,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.25, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=9, RandomForestRegressor__n_estimators=100)",-24793.853863952154,157.46064226959115,3,1
46,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=2, RandomForestRegressor__n_estimators=100)",-24793.853863952154,157.46064226959115,3,1
47,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.05, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=2, RandomForestRegressor__n_estimators=100)",-24795.21885256547,157.46497659024203,4,2
48,"RandomForestRegressor(MinMaxScaler(input_matrix), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=8, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-24836.969908574345,157.59749334483192,5,2
49,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.55, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=9, RandomForestRegressor__n_estimators=100)",-24932.270747780236,157.89955904872008,3,1
50,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=14, RandomForestRegressor__min_samples_split=9, RandomForestRegressor__n_estimators=100)",-25000.274677217232,158.11475161166092,5,1
51,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=17, RandomForestRegressor__n_estimators=100)",-25031.34640607917,158.2129779951037,3,1
52,"RandomForestRegressor(ElasticNetCV(input_matrix, ElasticNetCV__l1_ratio=0.75, ElasticNetCV__tol=0.01), RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=10, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-25064.109506107245,158.3164852632449,5,2
53,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=13, RandomForestRegressor__n_estimators=100)",-25096.713431870583,158.4194225209478,2,1
54,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=7, RandomForestRegressor__min_samples_split=3, RandomForestRegressor__n_estimators=100)",-25096.713431870583,158.4194225209478,4,1
55,"RidgeCV(XGBRegressor(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0), XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25115.894457035378,158.47994970038127,3,3
56,"RidgeCV(XGBRegressor(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0), XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25116.13307019535,158.4807025167271,2,3
57,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=9, RandomForestRegressor__n_estimators=100)",-25206.467975857588,158.76544956588504,1,1
58,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=False, RandomForestRegressor__max_features=0.7500000000000001, RandomForestRegressor__min_samples_leaf=11, RandomForestRegressor__min_samples_split=2, RandomForestRegressor__n_estimators=100)",-25206.467975857588,158.76544956588504,2,1
59,"RidgeCV(XGBRegressor(XGBRegressor(input_matrix, XGBRegressor__learning_rate=1.0, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0), XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25342.17720060869,159.19226488937423,3,3
60,"RandomForestRegressor(input_matrix, RandomForestRegressor__bootstrap=True, RandomForestRegressor__max_features=0.9500000000000001, RandomForestRegressor__min_samples_leaf=4, RandomForestRegressor__min_samples_split=14, RandomForestRegressor__n_estimators=100)",-25354.438227019196,159.2307703524014,5,1
61,"RidgeCV(XGBRegressor(MaxAbsScaler(input_matrix), XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25382.50770185329,159.31888683346142,3,3
62,"RidgeCV(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=13, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25382.59316937027,159.3191550610606,1,2
63,"RidgeCV(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=4, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-25382.815320289395,159.31985224788968,0,2
64,"DecisionTreeRegressor(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=19, DecisionTreeRegressor__min_samples_split=4)",-25638.90403507439,160.12152895558546,2,2
65,"DecisionTreeRegressor(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=19, DecisionTreeRegressor__min_samples_split=11)",-25638.90403507439,160.12152895558546,3,2
66,"DecisionTreeRegressor(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-25774.535205852095,160.54449603101347,0,2
67,"DecisionTreeRegressor(MaxAbsScaler(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12)), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-25775.76829274467,160.54833631260297,1,3
68,"DecisionTreeRegressor(DecisionTreeRegressor(MinMaxScaler(input_matrix), DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-25782.650367035934,160.56976791113556,2,3
69,"GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.99, GradientBoostingRegressor__learning_rate=1.0, GradientBoostingRegressor__loss=huber, GradientBoostingRegressor__max_depth=1, GradientBoostingRegressor__max_features=0.5, GradientBoostingRegressor__min_samples_leaf=17, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001)",-25810.84524440769,160.6575402662685,2,1
70,"GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.95, GradientBoostingRegressor__learning_rate=1.0, GradientBoostingRegressor__loss=huber, GradientBoostingRegressor__max_depth=1, GradientBoostingRegressor__max_features=0.5, GradientBoostingRegressor__min_samples_leaf=17, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001)",-25866.72156532827,160.8313450958123,1,1
71,"GradientBoostingRegressor(MinMaxScaler(input_matrix), GradientBoostingRegressor__alpha=0.95, GradientBoostingRegressor__learning_rate=1.0, GradientBoostingRegressor__loss=huber, GradientBoostingRegressor__max_depth=1, GradientBoostingRegressor__max_features=0.5, GradientBoostingRegressor__min_samples_leaf=17, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001)",-25866.72156532827,160.8313450958123,3,2
72,"DecisionTreeRegressor(MaxAbsScaler(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=7, DecisionTreeRegressor__min_samples_split=12)), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-26023.08805929033,161.31673211198623,2,3
73,"ElasticNetCV(GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.9, GradientBoostingRegressor__learning_rate=0.01, GradientBoostingRegressor__loss=quantile, GradientBoostingRegressor__max_depth=10, GradientBoostingRegressor__max_features=0.7000000000000001, GradientBoostingRegressor__min_samples_leaf=2, GradientBoostingRegressor__min_samples_split=12, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001), ElasticNetCV__l1_ratio=0.5, ElasticNetCV__tol=1e-05)",-26057.655018263038,161.42383658636984,2,2
74,"DecisionTreeRegressor(MaxAbsScaler(DecisionTreeRegressor(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=10, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12)), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-26079.431021045504,161.4912722751465,2,4
75,"ElasticNetCV(GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.9, GradientBoostingRegressor__learning_rate=0.01, GradientBoostingRegressor__loss=quantile, GradientBoostingRegressor__max_depth=10, GradientBoostingRegressor__max_features=0.7000000000000001, GradientBoostingRegressor__min_samples_leaf=9, GradientBoostingRegressor__min_samples_split=12, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001), ElasticNetCV__l1_ratio=0.5, ElasticNetCV__tol=1e-05)",-26090.185020341534,161.52456475824826,0,2
76,"ElasticNetCV(GradientBoostingRegressor(input_matrix, GradientBoostingRegressor__alpha=0.9, GradientBoostingRegressor__learning_rate=0.01, GradientBoostingRegressor__loss=quantile, GradientBoostingRegressor__max_depth=10, GradientBoostingRegressor__max_features=0.7000000000000001, GradientBoostingRegressor__min_samples_leaf=9, GradientBoostingRegressor__min_samples_split=6, GradientBoostingRegressor__n_estimators=100, GradientBoostingRegressor__subsample=0.9000000000000001), ElasticNetCV__l1_ratio=0.5, ElasticNetCV__tol=1e-05)",-26090.185020341534,161.52456475824826,1,2
77,"RidgeCV(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.1, XGBRegressor__max_depth=1, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-26114.1353956999,161.59868624373127,2,2
78,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=19, DecisionTreeRegressor__min_samples_split=4)",-26344.060490569584,162.30853486668403,3,1
79,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=7, DecisionTreeRegressor__min_samples_split=2)",-26374.162477315724,162.40123914956968,3,1
80,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-26374.685075454086,162.4028481137387,1,1
81,"DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=2)",-26374.685075454086,162.4028481137387,2,1
82,"DecisionTreeRegressor(DecisionTreeRegressor(input_matrix, DecisionTreeRegressor__max_depth=4, DecisionTreeRegressor__min_samples_leaf=15, DecisionTreeRegressor__min_samples_split=12), DecisionTreeRegressor__max_depth=7, DecisionTreeRegressor__min_samples_leaf=3, DecisionTreeRegressor__min_samples_split=4)",-26525.563768082888,162.8667055235136,1,2
83,"RidgeCV(XGBRegressor(input_matrix, XGBRegressor__learning_rate=0.01, XGBRegressor__max_depth=1, XGBRegressor__min_child_weight=9, XGBRegressor__n_estimators=100, XGBRegressor__n_jobs=1, XGBRegressor__objective=reg:squarederror, XGBRegressor__subsample=0.9000000000000001, XGBRegressor__verbosity=0))",-26619.885800223605,163.15601674539496,1,2
